Interaction_ID,Interaction_Type,Interaction_Outcome,Follow_Up_Required,Interaction_Channel,Follow_Up_Date,Customer_ID,Agent_ID
5353,Phone,Escalated,Yes,Call,10/22/2024,4549,7338
4801,In-Person,Escalated,Yes,Web Chat,N/A,4234,4853
3508,In-Person,Resolved,Yes,In-Person,N/A,5100,3613
4314,In-Person,Escalated,No,In-Person,10/16/2024,9198,4357
7677,Phone,Escalated,Yes,In-Person,10/17/2024,9114,8375
6197,Email,Pending,Yes,Call,N/A,8274,9587
7379,Phone,Pending,No,Email,10/10/2024,7326,4271
4041,Email,Resolved,Yes,Call,11/1/2024,8346,7970
4800,Chat,Escalated,No,Email,N/A,6895,2768
4257,Email,In-Progress,No,In-Person,N/A,9592,2117
2379,In-Person,Pending,No,In-Person,10/27/2024,8092,2674
5071,Phone,Pending,Yes,Web Chat,N/A,8655,5332
4154,Email,Pending,Yes,In-Person,N/A,8043,6944
4199,Chat,Pending,No,In-Person,10/13/2024,4392,3877
9977,Chat,In-Progress,No,Call,10/18/2024,9975,9360
6042,Chat,In-Progress,No,In-Person,N/A,4049,9914
2829,Chat,Resolved,Yes,In-Person,11/3/2024,6432,9952
9445,Phone,In-Progress,Yes,In-Person,N/A,7016,8280
3214,In-Person,Pending,No,Web Chat,10/21/2024,4672,8231
5604,Chat,Pending,No,Web Chat,10/26/2024,4861,9795
9448,Email,Pending,No,Email,10/20/2024,7973,6525
4823,Chat,Resolved,No,Email,N/A,5643,9727
2862,Chat,Pending,Yes,In-Person,N/A,3614,9663
5741,In-Person,Pending,No,In-Person,10/9/2024,3109,8733
5723,Chat,In-Progress,Yes,Web Chat,10/29/2024,9903,9436
6136,In-Person,Resolved,No,Email,11/6/2024,7876,9619
3683,Chat,Escalated,No,Web Chat,N/A,8457,7771
9269,Chat,Pending,No,Web Chat,11/2/2024,8971,7516
8282,Phone,Resolved,Yes,Web Chat,N/A,3769,3231
7015,Email,Escalated,Yes,Web Chat,N/A,5965,1971
9944,In-Person,In-Progress,Yes,In-Person,10/10/2024,8905,8871
6414,In-Person,Escalated,Yes,Web Chat,N/A,8041,6704
4553,Chat,Resolved,No,In-Person,11/6/2024,6719,3529
2954,In-Person,Pending,No,Web Chat,N/A,9051,5876
7922,In-Person,In-Progress,Yes,In-Person,N/A,8000,4347
2575,Chat,Resolved,No,Email,N/A,4064,8818
5200,Email,In-Progress,No,In-Person,10/27/2024,7635,6347
9063,Chat,Resolved,No,Call,10/12/2024,7791,7275
4122,Email,Pending,No,Call,11/3/2024,6740,2953
3363,In-Person,Pending,No,Call,10/19/2024,8488,4185
5375,Chat,Resolved,Yes,Web Chat,10/17/2024,6388,4458
8501,In-Person,Escalated,Yes,Web Chat,N/A,7773,1724
7585,Email,Escalated,Yes,Call,N/A,5793,7569
4812,In-Person,Resolved,No,Email,N/A,9465,3650
2735,Phone,In-Progress,No,In-Person,10/9/2024,8165,7374
4692,In-Person,In-Progress,Yes,In-Person,N/A,4649,6155
9078,In-Person,Pending,Yes,In-Person,10/26/2024,3706,6887
8962,Email,Pending,Yes,Call,N/A,5674,9658
2275,Email,Pending,No,Call,10/27/2024,8501,4615
8410,Phone,Pending,Yes,Email,10/18/2024,5778,3805
6157,In-Person,In-Progress,No,Email,10/30/2024,3817,2731
6267,Chat,Escalated,No,In-Person,N/A,9854,4914
6020,Chat,Resolved,No,Web Chat,N/A,9491,1996
3060,Email,In-Progress,Yes,Web Chat,10/19/2024,9072,5960
9312,Phone,In-Progress,No,In-Person,N/A,7037,6121
3118,In-Person,In-Progress,Yes,Web Chat,10/24/2024,3854,5050
8121,Email,Escalated,No,Web Chat,N/A,8398,1246
2608,In-Person,Escalated,Yes,In-Person,N/A,3866,8041
8928,Phone,In-Progress,Yes,Call,11/3/2024,9227,7234
2328,In-Person,Pending,Yes,Email,N/A,5782,9948
2818,Email,Resolved,Yes,Email,10/25/2024,3380,2350
8318,In-Person,In-Progress,No,In-Person,10/28/2024,6697,4034
6553,Chat,Pending,Yes,Web Chat,N/A,7693,3549
8380,Email,Escalated,Yes,Web Chat,10/12/2024,8054,3530
8421,Email,Pending,No,Email,N/A,4333,7497
4355,Phone,Escalated,No,Web Chat,N/A,5390,6153
9617,Chat,Pending,Yes,Web Chat,N/A,3236,6156
7387,Chat,Escalated,No,Call,N/A,4258,6172
2585,Chat,Pending,Yes,Call,10/11/2024,9946,7539
9565,Phone,Pending,No,In-Person,10/19/2024,9322,6893
2988,Phone,Resolved,No,In-Person,N/A,6891,5535
5630,Phone,Pending,No,In-Person,N/A,4455,9352
6924,In-Person,Resolved,No,Email,N/A,7184,7387
5530,Chat,In-Progress,No,Call,N/A,5588,8335
9114,Phone,Resolved,Yes,Call,10/16/2024,3636,1379
8300,Chat,Resolved,No,In-Person,10/31/2024,5063,2180
5428,Phone,Resolved,No,In-Person,N/A,7907,4589
5374,Email,In-Progress,No,Email,N/A,4601,1495
8954,Phone,Pending,No,Email,N/A,8141,7774
2694,Chat,Resolved,Yes,Web Chat,10/13/2024,6308,7872
3174,Email,Escalated,No,Web Chat,N/A,3780,4078
4244,In-Person,Pending,No,Web Chat,N/A,6544,3383
9618,Chat,Pending,Yes,Web Chat,N/A,3414,8817
3257,Phone,In-Progress,Yes,In-Person,10/14/2024,7826,2004
8819,In-Person,Resolved,No,Call,10/24/2024,3556,9018
9207,Phone,In-Progress,Yes,In-Person,10/23/2024,5983,4629
7291,Phone,Escalated,No,Email,N/A,9092,3174
5679,Email,In-Progress,No,Email,N/A,3692,1898
4092,Email,Escalated,No,Email,N/A,3029,3251
8938,In-Person,In-Progress,Yes,Email,N/A,4869,7964
3556,Email,Resolved,No,Web Chat,10/19/2024,3107,7411
5126,Email,In-Progress,No,In-Person,N/A,5761,5362
3017,Email,Escalated,Yes,In-Person,N/A,8516,4713
3697,Phone,Escalated,Yes,Call,10/17/2024,7266,7814
7768,In-Person,Resolved,No,In-Person,N/A,3102,2745
3846,In-Person,Pending,Yes,Call,N/A,8290,5049
6682,Phone,Resolved,Yes,Email,10/11/2024,5029,5296
7667,Email,In-Progress,Yes,Call,10/11/2024,7392,6247
5814,In-Person,Pending,Yes,Call,N/A,9660,8922
7952,In-Person,Escalated,Yes,In-Person,10/21/2024,7123,8333
5790,Email,Pending,No,In-Person,N/A,6524,5186
6749,Chat,Resolved,Yes,Call,N/A,5490,1516
5316,Phone,Resolved,Yes,In-Person,N/A,5661,3061
2840,In-Person,Pending,No,In-Person,N/A,5888,8128
9887,Phone,Escalated,No,Email,10/29/2024,5357,8030
5428,Email,Pending,No,Call,N/A,8133,4695
2025,In-Person,Pending,Yes,Email,10/14/2024,7589,5398
7560,Email,In-Progress,No,In-Person,N/A,9668,6663
2114,Chat,In-Progress,No,Call,11/7/2024,3472,2024
9855,Chat,Resolved,No,Web Chat,10/13/2024,8916,8556
9535,Chat,Pending,No,Web Chat,N/A,6635,6352
6179,In-Person,In-Progress,No,Call,N/A,7458,9827
8817,Email,Pending,Yes,Email,N/A,5566,1134
5094,Email,Escalated,Yes,Web Chat,N/A,5042,2541
7129,Phone,In-Progress,Yes,Email,10/24/2024,4634,5900
5840,Chat,Pending,Yes,Web Chat,N/A,9207,1296
4746,Email,Resolved,No,Web Chat,11/3/2024,3810,2022
2692,Phone,Resolved,Yes,Email,N/A,4944,3785
8401,In-Person,Resolved,No,In-Person,N/A,8213,2716
8759,Chat,In-Progress,Yes,In-Person,10/26/2024,7532,8366
3975,Chat,Resolved,Yes,In-Person,N/A,6641,2859
8279,Chat,Pending,No,Call,N/A,3083,5869
5347,Email,In-Progress,No,In-Person,10/27/2024,6060,9756
2217,Email,Pending,Yes,In-Person,N/A,4971,4090
7863,Phone,Escalated,No,Web Chat,N/A,4862,1880
2612,Phone,Escalated,No,Email,11/3/2024,5193,9621
7126,Phone,Resolved,No,Web Chat,N/A,5110,7076
9293,In-Person,Pending,Yes,Web Chat,N/A,3368,6680
2522,Chat,Pending,No,In-Person,11/4/2024,6821,8900
2986,In-Person,Resolved,No,Web Chat,N/A,4029,4700
4862,Email,Escalated,No,Email,N/A,8346,3794
5597,Email,Escalated,No,Call,10/12/2024,6994,5264
9985,Chat,In-Progress,No,Call,N/A,7890,5989
7283,In-Person,Escalated,No,Email,N/A,5469,2852
8618,Email,Escalated,Yes,Call,N/A,7541,5502
2828,Phone,Resolved,No,In-Person,11/4/2024,5344,3895
9421,Phone,In-Progress,Yes,In-Person,11/5/2024,4514,4277
3231,In-Person,Resolved,No,Web Chat,10/18/2024,5557,5816
9261,Chat,Resolved,Yes,Email,10/23/2024,4633,9404
2571,Phone,Pending,No,Email,N/A,4433,5989
3663,Phone,Resolved,No,Email,N/A,5138,4597
8902,Chat,In-Progress,No,Web Chat,10/30/2024,6012,2103
4154,In-Person,Pending,Yes,Web Chat,10/28/2024,6721,2539
7413,In-Person,In-Progress,Yes,Email,10/29/2024,6604,1798
3036,In-Person,Pending,No,Email,N/A,3967,2139
4678,In-Person,Escalated,Yes,Email,N/A,9449,3962
8741,Phone,Escalated,No,Email,10/16/2024,5267,8529
4831,Email,In-Progress,No,Web Chat,10/11/2024,4524,1020
4632,Chat,Pending,Yes,Email,N/A,9931,9199
7255,Phone,Pending,No,Email,N/A,4940,7773
2284,Chat,Resolved,Yes,Call,10/22/2024,6409,4136
2282,In-Person,Pending,No,Call,N/A,5635,8225
8759,In-Person,Resolved,No,Web Chat,10/11/2024,9298,2194
3708,Phone,In-Progress,Yes,Web Chat,N/A,3352,7652
4741,Chat,Pending,Yes,Email,10/19/2024,9576,2684
6898,Chat,Resolved,Yes,Call,N/A,5875,1343
6131,Email,Pending,No,Call,10/22/2024,6751,9804
2778,In-Person,Pending,Yes,In-Person,10/28/2024,8912,3282
9285,Phone,In-Progress,No,In-Person,N/A,6865,1188
2221,Email,Resolved,No,Web Chat,11/7/2024,3384,1913
8357,Chat,Pending,No,In-Person,N/A,9877,8897
2608,In-Person,Resolved,No,Email,10/9/2024,5797,2514
3730,In-Person,Pending,Yes,Web Chat,10/24/2024,5415,9245
5360,Email,In-Progress,No,Call,N/A,5259,8812
8829,In-Person,In-Progress,No,Call,N/A,4032,1368
6017,Chat,Pending,Yes,Email,10/17/2024,4909,7408
3716,Phone,In-Progress,Yes,Web Chat,N/A,3649,5123
5321,Email,Escalated,No,Email,N/A,7965,8808
5381,In-Person,Pending,Yes,Email,10/27/2024,9952,5528
2456,Chat,In-Progress,Yes,Email,10/28/2024,6136,9430
5692,Phone,Pending,No,Email,10/12/2024,6182,4917
4389,Phone,Resolved,No,Email,N/A,7877,6989
3279,In-Person,In-Progress,Yes,Email,N/A,8606,2365
3477,In-Person,In-Progress,Yes,Call,N/A,8480,9295
9246,Chat,In-Progress,Yes,Web Chat,10/17/2024,4766,1794
7342,Chat,Pending,No,Call,10/19/2024,7777,5364
2491,Email,Resolved,No,Call,10/31/2024,8790,2495
2267,Email,In-Progress,No,In-Person,N/A,3010,1753
9450,In-Person,Pending,No,Email,N/A,8061,7577
2123,Email,In-Progress,Yes,Email,N/A,4259,3047
5593,Chat,Pending,No,In-Person,10/30/2024,6658,4364
5087,Chat,Escalated,Yes,In-Person,N/A,9343,1031
2224,Chat,Pending,Yes,Web Chat,N/A,5225,8893
5714,Email,Escalated,No,Call,10/13/2024,4388,7232
8573,In-Person,Escalated,Yes,Email,10/10/2024,6468,3009
5043,Chat,Pending,No,In-Person,10/30/2024,4482,2994
4257,Chat,Pending,No,Call,N/A,9140,4991
5519,In-Person,Resolved,No,Call,10/12/2024,4030,4666
2554,Phone,Pending,Yes,In-Person,N/A,5746,9477
6670,In-Person,Escalated,Yes,Web Chat,N/A,4574,7879
6673,In-Person,Pending,Yes,In-Person,N/A,4238,6261
7512,Email,Escalated,No,Email,N/A,3285,6876
2513,Phone,In-Progress,No,Email,N/A,3194,4776
6974,Email,Pending,Yes,Web Chat,11/6/2024,7348,5726
9699,Chat,In-Progress,Yes,In-Person,N/A,4294,3934
2828,Chat,Pending,Yes,In-Person,N/A,3949,2965
2790,Phone,In-Progress,Yes,Web Chat,N/A,3210,7670
8374,Chat,Pending,Yes,Web Chat,11/5/2024,3537,6504
6646,Chat,Escalated,Yes,In-Person,N/A,9521,8583
8429,Chat,Resolved,No,In-Person,11/4/2024,8227,8587
5909,In-Person,Pending,Yes,Web Chat,10/30/2024,6880,7911
5797,Email,In-Progress,No,Call,N/A,6449,7881
8291,Phone,In-Progress,Yes,In-Person,10/11/2024,3475,5553
3859,Chat,Resolved,No,Call,N/A,7207,6864
7375,Phone,In-Progress,No,In-Person,N/A,9211,4760
9944,In-Person,In-Progress,No,Web Chat,10/29/2024,7720,6413
7431,Email,Pending,Yes,Email,10/15/2024,7811,6823
8745,Email,In-Progress,No,Call,N/A,5235,7744
5680,Email,Pending,Yes,Email,N/A,3193,1934
8145,Email,Resolved,No,In-Person,N/A,3108,8940
3402,Email,Escalated,Yes,Email,11/2/2024,3614,2288
7815,Phone,Pending,No,Email,10/21/2024,9879,1376
8994,Phone,In-Progress,Yes,Call,N/A,6712,5023
4259,In-Person,Resolved,No,Call,N/A,9241,1337
9876,Chat,Resolved,No,Web Chat,10/17/2024,4765,5986
9594,Phone,Pending,No,In-Person,N/A,9159,8052
2011,Chat,In-Progress,No,Web Chat,N/A,7842,9435
6862,Email,Pending,Yes,Call,11/6/2024,7574,7246
2241,Chat,Pending,Yes,Web Chat,10/10/2024,9365,3583
7676,Phone,In-Progress,Yes,Call,N/A,5724,8454
6928,Phone,Pending,No,Web Chat,10/9/2024,8900,5947
8216,Phone,Escalated,Yes,In-Person,N/A,5167,3662
5905,In-Person,Resolved,Yes,Email,N/A,9751,7417
9144,Email,In-Progress,Yes,Email,N/A,9881,3651
8251,Chat,Pending,No,In-Person,10/25/2024,6537,9558
2566,In-Person,In-Progress,Yes,Web Chat,10/14/2024,7217,3652
4465,Phone,Pending,Yes,Call,N/A,4920,9558
8514,Chat,Pending,Yes,Web Chat,10/31/2024,3710,9960
9245,In-Person,Pending,Yes,Call,N/A,8677,5568
4653,Phone,In-Progress,Yes,Call,N/A,7133,9202
5903,Phone,Resolved,No,In-Person,10/14/2024,5099,2183
9507,In-Person,Pending,Yes,Web Chat,N/A,6480,1509
3715,In-Person,Resolved,No,In-Person,10/24/2024,3785,7872
4012,Phone,Pending,No,Email,N/A,9447,9654
8247,In-Person,In-Progress,No,Email,N/A,7084,1373
7056,Chat,Pending,No,In-Person,N/A,7608,8140
2149,In-Person,Pending,No,Call,N/A,7151,2126
4058,In-Person,Pending,Yes,Call,11/2/2024,4860,8742
9518,In-Person,In-Progress,No,Web Chat,10/16/2024,4671,9667
6860,Phone,Escalated,Yes,In-Person,10/17/2024,8471,4707
8328,Email,Escalated,Yes,Call,11/7/2024,6870,9526
7695,Chat,Resolved,No,In-Person,11/2/2024,9540,6838
2136,Email,Resolved,No,Call,11/6/2024,6479,7995
6494,Phone,In-Progress,Yes,In-Person,N/A,4549,3095
6359,Email,Escalated,Yes,Call,10/23/2024,3819,4048
3677,Phone,Pending,No,Web Chat,10/16/2024,6566,9100
3014,In-Person,In-Progress,No,In-Person,10/11/2024,3243,5143
2429,Chat,Escalated,No,Email,N/A,4234,5763
7312,In-Person,Escalated,No,Web Chat,N/A,6487,1277
2716,In-Person,Resolved,Yes,Web Chat,N/A,6661,3014
2015,Chat,Escalated,Yes,Web Chat,N/A,5407,6653
4513,Chat,In-Progress,No,Call,10/21/2024,9848,8863
6578,Phone,Escalated,Yes,In-Person,10/21/2024,7812,2415
7383,Email,Resolved,No,Web Chat,10/9/2024,6063,1466
3386,Phone,Pending,No,Call,10/28/2024,9155,2157
3571,Email,In-Progress,Yes,In-Person,10/14/2024,3703,2112
8017,In-Person,In-Progress,Yes,In-Person,10/15/2024,7512,6887
6726,Phone,In-Progress,Yes,In-Person,N/A,3011,1687
3445,Email,In-Progress,Yes,In-Person,N/A,5035,2963
5558,In-Person,Pending,No,Web Chat,N/A,7571,5702
9711,Chat,Resolved,No,Web Chat,N/A,7728,5830
7525,Phone,Pending,Yes,Web Chat,10/16/2024,3905,6388
4934,Phone,Pending,Yes,Call,11/1/2024,6218,8802
2745,Phone,In-Progress,Yes,Call,N/A,5083,8736
6566,Chat,Resolved,No,Web Chat,N/A,5549,1144
6572,Chat,Escalated,Yes,Web Chat,10/23/2024,9261,7921
9502,Email,Resolved,Yes,Call,N/A,3535,2797
3797,Phone,Resolved,Yes,Call,N/A,3496,5827
7386,In-Person,Resolved,No,Email,10/20/2024,5449,6323
9213,Email,Escalated,No,Email,N/A,9444,4609
5446,In-Person,Escalated,Yes,Web Chat,11/1/2024,9844,7317
8823,Email,Escalated,No,In-Person,11/4/2024,7476,8247
9003,In-Person,Escalated,No,In-Person,N/A,7274,7196
2308,In-Person,In-Progress,Yes,Web Chat,N/A,6049,9229
7017,Phone,In-Progress,No,Web Chat,N/A,3124,7266
6965,Chat,Resolved,Yes,Email,10/9/2024,6566,4822
9465,Chat,Resolved,No,Call,N/A,5466,7991
8463,Chat,Pending,Yes,Web Chat,N/A,6580,2486
4385,Email,Pending,No,Call,10/30/2024,6172,1807
4615,Phone,Resolved,No,Call,10/9/2024,6002,4466
9707,Phone,In-Progress,Yes,Call,N/A,4049,2193
5775,In-Person,Resolved,No,Web Chat,11/3/2024,3739,2607
8473,Chat,Pending,Yes,Email,N/A,6314,9457
9017,Chat,Escalated,Yes,Web Chat,10/13/2024,6741,5726
4384,In-Person,Pending,Yes,Call,N/A,8874,3568
3572,Phone,Pending,Yes,Email,10/28/2024,9699,7534
9962,Phone,Escalated,No,Call,N/A,7828,6479
2199,In-Person,In-Progress,No,In-Person,N/A,7217,3231
6794,In-Person,Resolved,No,Web Chat,10/16/2024,9057,3498
5846,Chat,Pending,Yes,Email,10/30/2024,8850,1178
3256,Chat,Resolved,Yes,Email,N/A,9817,8696
4975,Email,Pending,Yes,Email,N/A,8495,8550
5249,Phone,Pending,No,Web Chat,N/A,7562,2327
7401,Phone,Pending,No,Web Chat,N/A,7243,3343
6352,Chat,In-Progress,No,Email,10/27/2024,8556,3816
8461,Chat,Resolved,No,Call,10/21/2024,3087,4876
6474,Chat,Pending,No,In-Person,N/A,8099,2408
3346,In-Person,Escalated,Yes,Call,10/18/2024,5702,3914
2014,Chat,In-Progress,Yes,Call,11/3/2024,4866,5430
5864,Email,In-Progress,Yes,Email,10/13/2024,6140,4149
8636,Email,Pending,No,In-Person,10/31/2024,5649,1802
3619,In-Person,Escalated,No,Web Chat,10/22/2024,4897,4888
5668,In-Person,Pending,Yes,Web Chat,11/5/2024,5108,7825
4851,In-Person,Resolved,No,In-Person,10/29/2024,8283,4673
3976,In-Person,Escalated,Yes,Web Chat,N/A,7780,5104
6982,In-Person,Escalated,Yes,Email,10/10/2024,9817,9781
3464,Phone,Pending,Yes,Web Chat,N/A,5744,6139
3075,Chat,Resolved,Yes,Web Chat,10/17/2024,8064,2028
2774,In-Person,In-Progress,Yes,Email,10/13/2024,8170,1598
5885,Phone,In-Progress,Yes,Email,10/12/2024,5556,6476
6679,Email,Escalated,Yes,Call,10/19/2024,9342,8096
9399,Phone,In-Progress,Yes,Web Chat,10/22/2024,3566,5290
6990,Email,In-Progress,No,Email,N/A,5198,4964
5034,Phone,In-Progress,No,Email,10/24/2024,4967,6515
3461,Email,Pending,No,Email,N/A,4941,4473
8627,Email,Escalated,No,Email,11/6/2024,5485,2866
7568,In-Person,Pending,No,In-Person,10/21/2024,8289,5723
8797,Phone,Escalated,No,In-Person,11/2/2024,4195,3192
9486,In-Person,In-Progress,No,Call,11/7/2024,4360,7637
7187,In-Person,In-Progress,No,Call,11/1/2024,3738,2913
3674,Phone,Pending,No,Web Chat,N/A,4344,3508
5123,Chat,Escalated,Yes,In-Person,N/A,5475,2617
3192,Email,Escalated,No,In-Person,N/A,9770,9908
4001,Phone,Escalated,No,Web Chat,N/A,8950,1981
2445,Email,In-Progress,No,Call,N/A,6572,2474
7818,Phone,Escalated,Yes,Call,N/A,6402,6905
7876,Email,Resolved,Yes,Call,N/A,9319,2899
9916,Phone,Escalated,No,Email,N/A,6557,5648
6985,Chat,In-Progress,No,In-Person,N/A,4270,4424
5906,In-Person,In-Progress,No,Email,N/A,3332,3205
2204,Phone,In-Progress,No,Email,10/30/2024,5767,8661
5892,Chat,Resolved,Yes,Web Chat,10/21/2024,5039,6422
9751,Email,Pending,No,Web Chat,10/28/2024,8699,2363
7862,Chat,Pending,No,In-Person,N/A,7776,2852
7747,Email,Escalated,No,In-Person,N/A,5512,4281
8162,Chat,Resolved,No,Call,N/A,5756,5208
7798,Email,Resolved,Yes,Call,N/A,5198,1839
3531,Chat,Pending,Yes,Call,10/14/2024,9299,6148
5578,Email,Escalated,No,Call,10/24/2024,6301,3337
8038,Chat,Pending,Yes,In-Person,N/A,4262,1249
3111,Email,In-Progress,Yes,Email,N/A,9343,6164
8512,Phone,Escalated,Yes,Email,N/A,7031,5895
6146,Email,Pending,No,In-Person,N/A,6776,1694
2062,Phone,Resolved,No,Email,11/1/2024,5648,4622
2765,Phone,In-Progress,No,Web Chat,10/12/2024,6382,7553
6249,Email,Resolved,Yes,Call,N/A,3712,1689
4910,Email,In-Progress,No,Web Chat,10/14/2024,5488,2530
9926,Chat,Escalated,No,In-Person,10/26/2024,5840,4057
6155,Phone,Pending,No,In-Person,N/A,9025,2660
4240,Phone,In-Progress,No,Call,11/1/2024,8245,3773
3490,Phone,Pending,Yes,Web Chat,N/A,9557,7470
2386,Chat,Escalated,No,Web Chat,N/A,7876,3278
2351,Email,In-Progress,Yes,In-Person,10/25/2024,7176,6439
6445,Phone,In-Progress,No,Email,10/13/2024,7244,4117
9187,Email,In-Progress,No,Web Chat,11/5/2024,9038,8413
6736,Phone,Pending,Yes,Web Chat,N/A,7565,1349
5595,Email,In-Progress,Yes,In-Person,10/29/2024,9753,4786
8615,Chat,Resolved,No,In-Person,N/A,4209,8097
9875,Phone,Pending,Yes,In-Person,10/14/2024,6585,6178
7814,Email,Resolved,No,Call,N/A,3825,2729
5832,Chat,Pending,No,Email,N/A,6174,5367
8730,Email,In-Progress,Yes,Email,N/A,5527,2484
5666,Phone,Escalated,Yes,Email,N/A,4379,3501
2176,Phone,Escalated,No,In-Person,10/17/2024,5381,9356
3223,Email,Resolved,Yes,In-Person,N/A,6820,5160
9521,In-Person,In-Progress,Yes,In-Person,N/A,4061,2076
9654,Email,Resolved,Yes,Email,N/A,5822,9519
8555,Chat,Escalated,No,Web Chat,10/29/2024,3870,1692
6096,Phone,Escalated,Yes,Web Chat,N/A,3950,7857
6223,Email,In-Progress,Yes,Call,N/A,6479,1541
5793,Chat,In-Progress,No,Call,11/7/2024,4517,9244
6278,Chat,Resolved,No,Email,N/A,4663,8151
6996,In-Person,Pending,Yes,Call,10/16/2024,6867,8403
5806,Chat,In-Progress,Yes,Web Chat,10/30/2024,4697,2028
2851,Chat,Resolved,No,Call,11/3/2024,9188,6238
5031,In-Person,In-Progress,No,Web Chat,10/12/2024,8351,8307
8760,In-Person,Escalated,No,Email,N/A,5378,1038
7677,Chat,In-Progress,Yes,Email,N/A,9167,2489
8063,Chat,Resolved,Yes,Web Chat,N/A,6174,5182
3765,In-Person,Resolved,No,Call,N/A,6913,9791
3836,Email,Pending,No,Call,N/A,9199,6667
2518,In-Person,Escalated,No,In-Person,10/9/2024,3067,9236
2454,In-Person,Escalated,Yes,In-Person,N/A,6439,7699
6849,Phone,Resolved,Yes,In-Person,10/25/2024,3108,5834
7222,Chat,Resolved,No,Call,N/A,3135,9534
7391,In-Person,Resolved,No,Call,11/7/2024,8957,6343
8912,Email,Pending,No,Call,10/23/2024,5906,2535
6125,In-Person,Resolved,Yes,Email,N/A,3987,1793
3101,Phone,Escalated,Yes,In-Person,N/A,6395,1223
3850,In-Person,Escalated,No,Email,N/A,3424,9408
5640,Email,Escalated,No,Email,N/A,9521,1805
3154,Phone,Escalated,No,Email,N/A,5951,4427
6789,Email,Pending,Yes,Web Chat,10/14/2024,3375,9929
4292,Chat,Escalated,Yes,In-Person,10/24/2024,8129,1634
9543,In-Person,In-Progress,Yes,Web Chat,11/6/2024,4041,8959
7634,In-Person,Escalated,Yes,In-Person,N/A,4188,2584
4416,In-Person,Pending,Yes,Web Chat,10/27/2024,4318,8983
7266,Chat,In-Progress,No,Call,N/A,4312,9911
5017,Phone,Pending,Yes,In-Person,N/A,7229,9373
4471,Phone,Pending,No,Web Chat,10/30/2024,5988,8122
2013,Email,Resolved,Yes,Web Chat,10/19/2024,7649,1577
3123,In-Person,Resolved,Yes,Call,11/1/2024,9021,6459
5952,Email,In-Progress,No,Web Chat,N/A,7467,8702
3453,Chat,Escalated,Yes,Call,N/A,9716,3090
5298,Chat,Resolved,No,Call,N/A,7790,8455
9122,In-Person,Resolved,No,In-Person,10/18/2024,9750,5167
7714,Phone,In-Progress,No,Call,10/11/2024,3590,9018
2028,In-Person,Resolved,No,Email,10/25/2024,4443,1481
6847,Chat,In-Progress,Yes,Web Chat,10/26/2024,7356,8085
9326,In-Person,Pending,Yes,Web Chat,10/12/2024,5553,5248
6835,Phone,Pending,No,Web Chat,N/A,8719,9347
2712,Email,Pending,No,Call,N/A,3432,9063
9944,Email,In-Progress,Yes,In-Person,N/A,5851,3927
3848,Chat,Resolved,No,Web Chat,N/A,3336,3326
6491,In-Person,Escalated,No,Web Chat,10/16/2024,4648,8283
8169,Phone,Resolved,No,In-Person,11/6/2024,5443,1683
7427,Chat,Escalated,Yes,Email,N/A,9320,8987
8714,Chat,Resolved,Yes,Email,N/A,4506,1013
3360,Chat,Escalated,Yes,Email,N/A,8102,1896
9127,In-Person,Escalated,No,Call,10/30/2024,4747,5382
2663,Phone,In-Progress,No,Email,10/31/2024,4167,8996
9259,In-Person,Resolved,No,Web Chat,11/1/2024,4528,5848
3443,Phone,Resolved,Yes,Web Chat,10/28/2024,9191,2434
2962,Phone,Pending,No,In-Person,N/A,4386,5340
7473,Phone,Resolved,Yes,Call,11/6/2024,9090,3641
7422,Email,Pending,Yes,Email,N/A,6286,1715
3201,Chat,Resolved,No,Email,11/4/2024,9902,5741
7323,Chat,Resolved,Yes,In-Person,10/11/2024,6014,1324
8333,Phone,In-Progress,No,Web Chat,10/10/2024,8273,2868
9077,Phone,Escalated,No,Email,N/A,8352,4102
8114,Phone,Resolved,Yes,Email,10/22/2024,3077,3234
3840,Phone,Resolved,Yes,In-Person,10/30/2024,7296,5290
9462,In-Person,Resolved,Yes,In-Person,10/11/2024,3595,1118
4340,Phone,Resolved,Yes,Web Chat,N/A,6185,3928
8822,Phone,In-Progress,Yes,Web Chat,N/A,4950,3389
4142,Chat,Resolved,Yes,Call,N/A,5779,5631
4404,Email,Escalated,No,In-Person,11/6/2024,9446,8900
4282,Phone,Escalated,No,Call,11/7/2024,4238,8375
3122,In-Person,Resolved,Yes,Web Chat,10/23/2024,9626,5248
9887,Phone,Resolved,No,Web Chat,N/A,9661,1947
8747,Email,Pending,No,Web Chat,N/A,7424,2401
7256,In-Person,Resolved,Yes,Call,N/A,5927,6652
4675,In-Person,Pending,Yes,Call,10/18/2024,4233,5037
9368,Chat,Pending,No,Call,10/13/2024,4928,1390
3305,In-Person,In-Progress,No,Email,N/A,4488,2602
5304,Chat,Escalated,Yes,In-Person,N/A,3935,5880
6718,Phone,Resolved,No,Email,10/28/2024,5383,8927
6655,Email,Pending,Yes,In-Person,11/5/2024,5194,1753
5140,Email,Resolved,No,Web Chat,N/A,3895,2264
9068,Chat,Pending,Yes,Call,N/A,6434,4092
7320,Chat,In-Progress,Yes,Web Chat,10/20/2024,3430,8184
3253,Email,Pending,Yes,In-Person,10/22/2024,6680,8417
6754,Phone,Escalated,No,Email,11/7/2024,5055,8907
